probe,logFC,delta_beta,AveExpr,t,P.Value,adj.P.Val,B,bacon.p,bacon.es,bacon.se,bacon.adj.P,CpG_chrm,CpG_beg,CpG_end,genesUniq,transcriptTypes,distTSS,island,feature,BIOS_eQTM_genes,BIOS_eQTM_minFDR
cg09253696,-0.630753093919398,-0.0441358485387625,-2.34897407808376,-3.30945743028012,0.00150933044955386,0.988430281936783,-1.27477197242122,0.000978158406290586,-0.631384814535137,0.191518234497559,0.720734253233183,chr17,75877447,75877449,ENSG00000267801;TRIM47,lncRNA;nonsense_mediated_decay;protein_coding;protein_coding;retained_intron;retained_intron,-183,Island,Promoter,TRIM47,0
cg05385567,-0.159101314036302,-0.00316395519608467,-4.22253227118334,-3.29500714612268,0.00157756570713493,0.988430281936783,-1.30823739904221,0.00102944134532315,-0.159261358208829,0.0485204639524194,0.720734253233183,chr16,29925543,29925545,KCTD13;KCTD13-DT,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;lncRNA,292,N_Shore,Promoter,C16orf54,0.045050416
cg06083200,0.24597723395886,0.0431074423574806,-0.954850391351326,3.29163412544436,0.00159390616655955,0.988430281936783,-1.31603496101541,0.00106638313475361,0.245729545473718,0.075091520203261,0.720734253233183,chr6,30066072,30066074,PPP1R11,protein_coding;protein_coding;protein_coding;protein_coding,-636,OpenSea,Promoter,TRIM26,0.007847607
cg23647554,-0.280143971904594,-0.0293807221113328,1.17509731105299,-3.28282786770039,0.001637321765387,0.988430281936783,-1.33636768476689,0.0010745852274114,-0.280426821544392,0.0857512993761348,0.721146236618239,chr3,42659181,42659183,ZBTB47,protein_coding;protein_coding;protein_coding,368,S_Shore,Promoter,ZBTB47,0
cg22053904,0.218420087365093,0.00846378202086912,-3.71705399917675,3.27236725612201,0.00169033909389648,0.988430281936783,-1.36047285153435,0.00114102253481661,0.218198852791434,0.0670715089889109,0.727875369407364,chr6,30260229,30260231,HCG17;HLA-L,lncRNA;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;transcribed_unprocessed_pseudogene,605,Island,Promoter,HLA-L,0
cg03684807,-0.489174081864355,-0.0360235818287471,0.922610120278043,-3.25996242900898,0.00175530239999445,0.988430281936783,-1.38899141245627,0.00116432119795432,-0.48967144466897,0.150785084214809,0.728755754274396,chr22,46061503,46061505,MIRLET7BHG,lncRNA,7635,Island,Gene body,LINC00899;PRR34,9.92e-05
cg10194884,0.12101681788207,0.0142759661695759,0.0610767377825772,3.25045078034938,0.00180669630239249,0.988430281936783,-1.41080929449461,0.00123178198064203,0.120893415201235,0.0374118921828604,0.734675247466033,chr16,2813917,2813919,,,,N_Shelf,Intergenic,ZG16B,0
cg07298996,0.160598445061319,0.00966733308610912,2.57664004284208,3.19500285480753,0.00213555943344363,0.988430281936783,-1.53713638590858,0.0014919887516497,0.160431838329547,0.0505100297971665,0.742374141104833,chr8,1861769,1861771,ARHGEF10;KBTBD11-OT1,processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;retained_intron;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay,1855,OpenSea,Gene body,ARHGEF10,0.001180301
cg01657207,-0.230945829776906,-0.0119391951563665,-1.87331883900938,-3.18710930445018,0.00218670351866083,0.988430281936783,-1.55499988478752,0.0014984740088657,-0.231186009105243,0.0728149751329032,0.742374141104833,chr3,44648526,44648528,ZKSCAN7-AS1;ZNF35,lncRNA;lncRNA;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,-205,N_Shore,Promoter,ZNF35,0.014673482
cg21425232,-0.124168242908221,-0.0111261031993303,1.7485953958863,-3.15204197746901,0.00242809890824149,0.988430281936783,-1.63399199281784,0.0016890093849615,-0.124298812186202,0.0395845837156483,0.754088078913787,chr22,42551191,42551193,,,,N_Shelf,Intergenic,RRP7A;RRP7BP,0
cg23985941,0.276607853733769,0.0374568832587282,-1.85359515599604,3.15525950814678,0.00240495190192574,0.988430281936783,-1.626769315579,0.00170868838011871,0.276317282991766,0.0880920997646925,0.754088078913787,chr14,104800207,104800209,ZBTB42,protein_coding;protein_coding,-388,Island,Promoter,ZBTB42,0.008671942
cg14470121,-0.200344851641893,-0.018206976655057,1.12349011329458,-3.12131562479427,0.00265988958703192,0.988430281936783,-1.70270892919143,0.00187401923287588,-0.200557598404412,0.0644982660650128,0.769532940101145,chr16,1537682,1537684,IFT140;TMEM204,nonsense_mediated_decay;protein_coding;retained_intron;protein_coding;protein_coding,4017,Island,Gene body,TMEM204,0.043289484
cg19470701,0.1795987595123,0.00209707540151953,-4.98224364024953,3.1248051983653,0.00263256060261523,0.988430281936783,-1.69492831268481,0.00189393528272149,0.179408256062835,0.0577547786131461,0.769861380723511,chr20,63521278,63521280,PPDPF,processed_transcript;processed_transcript;protein_coding;protein_coding,502,Island,Promoter,PPDPF,0
cg18786374,0.178915922125643,0.0200316239590838,1.54705737287917,3.12413906355618,0.00263775716011314,0.988430281936783,-1.6964140441423,0.00189818597170298,0.178726102508304,0.0575474617736428,0.770120729230876,chr2,201448808,201448810,STRADB;TRAK2,protein_coding;processed_transcript;protein_coding;protein_coding,2645,N_Shelf,Gene body,TRAK2,0.006917823
cg15889057,0.104689872820096,0.00848294184552323,3.10677407191844,3.10752151289654,0.00277053595299882,0.988430281936783,-1.7334060064007,0.00200710192608628,0.104578208869717,0.0338530706465748,0.773552857004825,chr12,53208394,53208396,ITGB7,nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;retained_intron,-1112,OpenSea,Promoter,ITGB7,0.038390862
cg19715771,0.183117365657049,0.0101266427037292,-2.81767167303049,3.0996130797108,0.00283589540974538,0.988430281936783,-1.75096241400611,0.00206092468969622,0.182921551310939,0.0593648789066054,0.776449178889515,chr17,79837112,79837114,CBX4,protein_coding;protein_coding;protein_coding,769,S_Shore,Promoter,CBX8,0.041966388
cg05875421,-0.223223342461108,-0.0134623764878187,-2.85485821637425,-3.08186768471799,0.00298782663882465,0.988430281936783,-1.79024238292484,0.00213881986812138,-0.223463418091244,0.0727835370322794,0.777186966827201,chr14,91243606,91243608,ENSG00000258875;GPR68,lncRNA;lncRNA;lncRNA;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding,672,OpenSea,Promoter,GPR68,0
cg12032533,0.10615158223072,0.00467004263705517,2.99042264961276,3.08564070548229,0.00295490109487293,0.988430281936783,-1.78190393386988,0.00215926422810733,0.106037556312951,0.034569146413749,0.777186966827201,chr6,31668003,31668005,CSNK2B;ENSG00000263020,nonsense_mediated_decay;nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;retained_intron;retained_intron;retained_intron;protein_coding;protein_coding;protein_coding,-1114,S_Shore,Promoter,LY6G5C,0.04588736
cg12861503,0.115608180372344,0.0248134355697344,-0.919852895277146,3.07842628169878,0.00301815641752546,0.988430281936783,-1.79784169673177,0.00221170744337298,0.11548370533445,0.0377369978158261,0.777186966827201,chr13,52159935,52159937,NEK3,nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron,-74,S_Shore,Promoter,NEK3,0.006969063
cg22185977,0.179807849892616,0.0408608684677965,0.402857547518729,3.05581890929759,0.00322464884796529,0.988430281936783,-1.84761451343781,0.00238369715024052,0.179612818961781,0.0591273715234603,0.782169763734249,chr5,1518017,1518019,LPCAT1,nonsense_mediated_decay;processed_transcript;protein_coding,5723,OpenSea,Gene body,LPCAT1,0.044518899
cg01280080,-0.247718642617861,-0.0248957383493823,-1.8722983063319,-3.0486822826137,0.0032925195490077,0.988430281936783,-1.86327279526513,0.00238769534528284,-0.247987962852643,0.0816496004640096,0.782169763734249,chr2,215312552,215312554,ATIC,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;retained_intron,55,S_Shore,Promoter,ATIC,0.002117617
cg04293891,-0.0870850535527821,-0.0129423361004585,0.819691904333932,-3.0226711252836,0.00355131288544978,0.988430281936783,-1.92012307614333,0.00260100208769043,-0.0871805473549634,0.0289507797332362,0.784867971143665,chr19,52735946,52735948,ZNF611,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;processed_transcript;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,-873,S_Shore,Promoter,ZNF468;ZNF83,0.006345745
cg02392553,-0.170363747075611,-0.00186210726091986,-5.40790183205832,-3.00318872271112,0.00375740931978276,0.988430281936783,-1.96247644404486,0.00277202861970014,-0.170551772691028,0.0570035756435766,0.79011374468906,chr1,54996600,54996602,,,,N_Shore,Intergenic,TTC22,0.021247545
cg01055824,-0.257685041974511,-0.00476769680922873,2.63281541794967,-2.98212036247914,0.00399275713641056,0.988430281936783,-2.00805656917624,0.00296848880430732,-0.257971450868995,0.0868303557765851,0.794266803699281,chr14,91352323,91352325,CCDC88C,protein_coding;retained_intron;retained_intron,56435,OpenSea,Gene body,CCDC88C,0.000218
cg05921905,-0.440893519186718,-0.0177380264831696,-3.49741351053366,-2.97244892541383,0.00410531395315326,0.988430281936783,-2.02890280740414,0.00306286000139242,-0.441385153032626,0.149048240379825,0.796630903692348,chr7,27102907,27102909,HOXA2,protein_coding;retained_intron,-221,N_Shore,Promoter,HOTAIRM1;HOXA1,0
cg00541956,-0.148815766123847,-0.025181932145907,1.26171472532773,-2.93912927521621,0.00451602225298492,0.988430281936783,-2.10034622167072,0.00340931384684064,-0.148983589601205,0.0508789095844283,0.805424084560582,chr19,57943649,57943651,ZNF256,protein_coding;protein_coding,4026,N_Shelf,Gene body,ZNF154;ZNF256;ZNF274;ZNF329;ZNF417;ZNF418;ZNF587B;ZNF606;ZNF606-AS1;ZNF671;ZNF814;ZSCAN18,0
cg26620356,-0.34776850027726,-0.0123589412503856,-3.63168414039847,-2.93549663192884,0.00456302965192319,0.988430281936783,-2.10809993262117,0.00344916659215376,-0.348161173345339,0.119046380408715,0.805653975270515,chr5,176362234,176362236,KIAA1191,processed_transcript;processed_transcript;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron,-427,S_Shore,Promoter,KIAA1191,0.007440541
cg15019001,-0.827463336745895,-0.106913559258038,1.05469956227192,-2.92590178257252,0.00468937737485806,0.988430281936783,-2.12854611894235,0.00355647646832794,-0.828400707665846,0.284181993092446,0.807781834068606,chr6,33128525,33128527,HLA-DPB2,transcribed_unprocessed_pseudogene,16010,OpenSea,Gene body,HLA-DPB2;HSD17B8,0.017089097
cg06038342,0.350711065706238,0.030603738453451,2.84069135365455,2.93096925795982,0.00462224937592071,0.988430281936783,-2.11775363570124,0.00357422611375106,0.350314458441121,0.120239107781974,0.809285051721662,chr13,114099332,114099334,RASA3,protein_coding,33291,S_Shelf,Gene body,CDC16;RASA3,0
cg00189101,0.133457291827843,0.0140390359746785,-2.65565292602068,2.92094727888262,0.00475588027487951,0.988430281936783,-2.1390848300741,0.00369007083772604,0.133305851671592,0.0459119912103666,0.813696206599008,chr2,241148888,241148890,PASK;PPP1R7,nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,547,N_Shore,Promoter,PASK,0
cg16708981,-0.266268130887667,-0.0267989957968029,-1.6986337077782,-2.90575078412215,0.0049653407918549,0.988430281936783,-2.17132781105313,0.00379179746012738,-0.266571857807355,0.0920806476451462,0.816361074249325,chr19,53255355,53255357,ZNF677,processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,-457,S_Shore,Promoter,ZNF677,0
cg05270750,-0.663835325969348,-0.0261168362544609,-4.35553336096922,-2.90172919294044,0.00502218248741977,0.988430281936783,-2.1798399662945,0.00384042174397857,-0.664593599577095,0.229885204002514,0.816958975907377,chr16,90077379,90077381,PRDM7,nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;protein_coding,-48,Island,Promoter,FAM157C,0.004476391
cg04835284,-0.181277366314256,-0.00791995051509914,-0.764842037977236,-2.88733386764335,0.00523061428574904,0.988430281936783,-2.21023836677,0.00401915161098426,-0.181485464856309,0.0630890687789421,0.820622537779359,chr10,100520000,100520002,ENSG00000255339;SEC31B,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;protein_coding,-136,S_Shore,Promoter,SEC31B,0
cg13252583,-0.161311498801759,-0.00590473329725456,-4.07235696445717,-2.88638291537839,0.00524466078959102,0.988430281936783,-2.21224256580487,0.00403122024642648,-0.161496738404432,0.0561589423855369,0.820622537779359,chr19,36418928,36418930,ZFP82,protein_coding,-284,Island,Promoter,LINC00665;ZFP82,9.14e-06
cg07036035,-0.0960113187781159,-0.0166904356837188,1.46024837846204,-2.87703346671026,0.00538462840777242,0.988430281936783,-2.23192129884467,0.00415163868722998,-0.0961219302014765,0.0335339768712075,0.82292898465842,chr14,95666734,95666736,ENSG00000259084;TCL6,lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;retained_intron;retained_intron;retained_intron;retained_intron,1873,OpenSea,Gene body,TCL1A;TCL6,0
cg02096793,-0.123286149932916,-0.00297667188216555,-2.13981997741892,-2.87480340980364,0.00541851940876707,0.988430281936783,-2.23660817444084,0.00418083911628181,-0.123428293954569,0.043093689509618,0.82292898465842,chr4,689358,689360,SLC49A3,processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,-87,S_Shore,Promoter,SLC49A3,0
cg26224173,0.373481740592124,0.01664030308097,4.06694751811004,2.87435287276942,0.00542539025132687,0.988430281936783,-2.23755473553454,0.00427477851884232,0.373051063521769,0.130568023423472,0.826333450217821,chr13,28755015,28755017,,,,OpenSea,Intergenic,SLC46A3,0.019394141
cg11549417,-0.231458124791424,-0.00559886139969559,-4.76629323954965,-2.85974408041649,0.00565258518868891,0.988430281936783,-2.26818784515228,0.00438295317730755,-0.231726392080272,0.0813303796860164,0.82742966823677,chr13,114049166,114049168,RASA3,protein_coding,83457,S_Shore,Gene body,RASA3;SWINGN,0
cg04611437,-0.192931401981864,-0.0101311379344975,-0.65493271400977,-2.85023977630588,0.00580507326369133,0.988430281936783,-2.28805533403666,0.00451502944073352,-0.193155761233808,0.068018815208892,0.829900042243641,chr10,100519939,100519941,ENSG00000255339;SEC31B,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;protein_coding,-75,Island,Promoter,SEC31B,0
cg07889058,-0.206892367986546,-0.00660238474922464,-4.63171141588875,-2.84853674906031,0.0058327941966329,0.988430281936783,-2.29161010596346,0.00453907290744257,-0.207133106238847,0.07298442366438,0.830754701192244,chr5,140700284,140700286,ZMAT2,nonsense_mediated_decay;protein_coding;protein_coding,-162,OpenSea,Promoter,HARS2,0.000438
cg26929012,-0.294507842947148,-0.00717900496923668,-4.95025419675733,-2.84270286154177,0.00592868248656521,0.988430281936783,-2.30377537062695,0.00462231789845618,-0.294851233116413,0.104105323338973,0.832534875440984,chr19,57477491,57477493,ENSG00000268163;ENSG00000268266;ZNF772,processed_transcript;protein_coding;lncRNA;lncRNA;nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,12,OpenSea,Promoter,ZIK1;ZNF134;ZNF154;ZNF211;ZNF304;ZNF551;ZNF772,0
cg01637125,0.28263097481997,0.0281549861145167,2.22323238482058,2.84782195799317,0.00584446548188018,0.988430281936783,-2.29310163776402,0.00464408803470692,0.282302025205463,0.099727391886927,0.832534875440984,chr14,77121039,77121041,ENSG00000259164;TMEM63C,nonsense_mediated_decay;protein_coding,4472,N_Shelf,Gene body,TMEM63C,0.028975824
cg08682544,-0.078864342359475,-0.0013058073510138,-5.2538258961807,-2.8406049663498,0.00596351800887918,0.988430281936783,-2.308145531334,0.00465258955835255,-0.0789563644941995,0.0278982770833114,0.832534875440984,chr16,66604534,66604536,CMTM3,nonsense_mediated_decay;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,-169,Island,Promoter,CMTM3,0.03658506
cg24555600,0.290346468621282,0.0103092015046771,-4.40538242313457,2.84639343107473,0.00586785534531755,0.988430281936783,-2.29608166700043,0.00466476936103694,0.290008369470901,0.102501249370132,0.832534875440984,chr14,23953746,23953748,DHRS4;DHRS4-AS1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA,13,Island,Promoter,DHRS4;DHRS4L1;DHRS4L2,0.003263375
cg25575065,-0.678206821939032,-0.0275787191459879,-3.1878421179086,-2.83136567693948,0.00611919171676698,0.988430281936783,-2.32736348712718,0.00478805560096098,-0.679000763707883,0.240698691914983,0.836675481072693,chr22,50627965,50627967,ARSA;ENSG00000289244,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;lncRNA,187,Island,Promoter,ARSA,0
cg22510337,-0.330730031180927,-0.00861569120614805,-3.93319823220659,-2.82037116878852,0.00630931181671435,0.988430281936783,-2.35017154041299,0.00495390143504265,-0.331118709060713,0.117835162364838,0.838709559761243,chr19,57888598,57888600,ENSG00000269476;ZNF814,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,182,Island,Promoter,ZNF154;ZNF256;ZNF417;ZNF418;ZNF551;ZNF587B;ZNF606;ZNF606-AS1;ZNF671;ZNF814;ZSCAN18,0
cg11682012,-0.163106549269627,-0.00428481911868701,-4.61638637496479,-2.81510752921352,0.00640224324523221,0.988430281936783,-2.36106748391364,0.00503512476945737,-0.163298592441814,0.058221575120984,0.839724762445091,chr11,119031028,119031030,SLC37A4,processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;retained_intron;retained_intron;retained_intron;retained_intron;retained_intron;retained_intron;retained_intron,-122,Island,Promoter,DDX6,0.021363933
cg16791210,-0.128421941511997,-0.0183282959792621,-0.918494527610401,-2.8044486825046,0.0065942972655144,0.988430281936783,-2.38308508461262,0.00520329976038098,-0.128573721387972,0.0460149837676455,0.841977834768839,chr2,85354254,85354256,ELMOD3;RETSAT,nonsense_mediated_decay;nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;processed_transcript;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron;protein_coding;protein_coding;protein_coding;retained_intron,-139,N_Shore,Promoter,RETSAT,0
cg02190038,-0.118004324745175,-0.00922488006231681,-1.81580239648005,-2.79348094840723,0.00679743440962596,0.988430281936783,-2.40567538443008,0.00538163072849031,-0.118144339779086,0.0424482459958615,0.844150130249543,chr16,30031928,30031930,TLCD3B,nonsense_mediated_decay;protein_coding;protein_coding,-657,OpenSea,Promoter,BOLA2B,0.012545713
cg08030078,0.179494153545037,0.0113935907700821,2.94522557091919,2.79103894771767,0.00684343920127399,0.988430281936783,-2.41069614071557,0.00553327220046539,0.179280992976402,0.0646237193345867,0.84604582185082,chr17,81050917,81050919,BAIAP2,nonsense_mediated_decay;nonsense_mediated_decay;processed_transcript;processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron,14915,N_Shore,Gene body,BAIAP2,0
cg08707112,0.153837968089301,0.00679330331266887,-3.90143042125436,2.77839449861593,0.00708625553116402,0.988430281936783,-2.43664031066001,0.00575108475802678,0.153654444419758,0.0556387243090983,0.847298120680422,chr10,8053800,8053802,GATA3;GATA3-AS1,protein_coding;protein_coding;protein_coding;protein_coding;lncRNA;lncRNA;lncRNA;lncRNA;lncRNA,197,Island,Promoter,GATA3,0.024477463
cg14356799,-0.294269841477932,-0.0261971521164863,-2.88752657367589,-2.77051079717925,0.0072416264924161,0.988430281936783,-2.45277134319125,0.00577311322495459,-0.294621894736075,0.10673170507459,0.847298120680422,chr6,33076567,33076569,HLA-DPA1;HLA-DPB1,processed_transcript;protein_coding;protein_coding;protein_coding;protein_coding;retained_intron,558,OpenSea,Promoter,HLA-DMA;HLA-DOA;HLA-DPA1;HLA-DPB1;HLA-DPB2,0
cg05369942,-0.201364710783266,-0.0143567537885344,-2.4677898353038,-2.76851876931617,0.00728137675916283,0.988430281936783,-2.45684180606029,0.00580824495603837,-0.201605789210845,0.0730875543317481,0.847298120680422,chr4,141307462,141307464,LINC02432,lncRNA,25155,OpenSea,Gene body,LINC02432,0
